STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;GR_KT_GDE;Grossregionen, Kantone, Bezirke und Gemeinden;WOHN_ANZAHL;Anzahl Zimmer;LEERWOHN_TYP;Typ der leer stehenden Wohnung;MEASURE_DIMENSION;Art der Messung;FREQ;Frequenz der Beobachtung;TIME_PERIOD;Zeitperiode;OBS_VALUE;Beobachtungswert;DIFF_DB_STATE;Stand der Datenbank;DIFF_EMBARGO_DATE;Publikationsdatum;DIFF_LAST_UPDATE;Aktualisierungsdatum;DIFF_REGION_STATE;Raumbezugsdatum;DECIMALS;Dezimalstellen;DIFF_REGION_REF;Raumbezug;OBS_STATUS;Beobachtungsstatus
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1099;Schenkon;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;11;Ottenbach;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.43;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1100;Schlierbach;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.24;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1102;Sempach;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.91;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1103;Sursee;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.11;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1104;Triengen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.26;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1107;Wolhusen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.24;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;111;Bäretswil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.87;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;112;Bubikon;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.49;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1121;Alberswil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.58;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1122;Altbüron;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.84;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1123;Altishofen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.24;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1125;Dagmersellen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.11;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1127;Egolzwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.13;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1128;Ettiswil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.08;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1129;Fischbach;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.82;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;113;Dürnten;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.75;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1131;Grossdietwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;2.04;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1132;Hergiswil bei Willisau;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.35;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1135;Luthern;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;2.37;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1136;Menznau;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.21;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1137;Nebikon;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.23;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1139;Pfaffnau;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.89;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;114;Fischenthal;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.51;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1140;Reiden;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;3.49;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1142;Roggliswil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.27;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1143;Schötz;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.28;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1145;Ufhusen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.47;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1146;Wauwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.76;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1147;Wikon;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.85;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;115;Gossau (ZH);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.55;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1150;Zell (LU);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.6;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1151;Willisau;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.99;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;116;Grüningen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.11;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;117;Hinwil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.73;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;118;Rüti (ZH);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.77;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;119;Seegräben;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;12;Rifferswil;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.74;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;120;Wald (ZH);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;2.02;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1201;Altdorf (UR);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.1;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1202;Andermatt;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.05;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1203;Attinghausen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.11;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1205;Bürglen (UR);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.1;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1206;Erstfeld;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.6;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1207;Flüelen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.46;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1208;Göschenen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.78;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1209;Gurtnellen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.39;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;121;Wetzikon (ZH);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.42;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1210;Hospental;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.51;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1211;Isenthal;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.92;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1212;Realp;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.04;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1213;Schattdorf;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.65;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1214;Seedorf (UR);_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.21;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1215;Seelisberg;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.9;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1216;Silenen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.6;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1217;Sisikon;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;1.62;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1218;Spiringen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.29;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1219;Unterschächen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
DATAFLOW;CH1.LWZ:DF_LWZ_1(1.0.0);Leer stehende Wohnungen nach Grossregion, Kanton, Bezirk, Gemeinde, Anzahl Wohnräumen und Typ der Leerwohnung;I;1220;Wassen;_T;Total;_T;Leer stehende Wohnungen (alle Typen);PC;Anteil (in %);A;Jährlich;2025;;0.52;;2025-09-09;;2025-09-09T08:30;;2025-09-09T08:30;;2025-04-06;;2;Zwei;POLG;Gemeinden;A;Normaler Wert
